InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateOnly,InvoiceTimeOnly,TotalPrice
580137,22629,SPACEBOY LUNCH BOX,1,2011-12-01T19:54:00.000+01:00,1.95,17566.0,United Kingdom,2011-12-01,19:54,1.95
580137,85232D,SET/3 DECOUPAGE STACKING TINS,2,2011-12-01T19:54:00.000+01:00,4.95,17566.0,United Kingdom,2011-12-01,19:54,9.9
580137,22470,HEART OF WICKER LARGE,4,2011-12-01T19:54:00.000+01:00,2.95,17566.0,United Kingdom,2011-12-01,19:54,11.8
580137,23242,TREASURE TIN BUFFALO BILL,3,2011-12-01T19:54:00.000+01:00,2.08,17566.0,United Kingdom,2011-12-01,19:54,6.24
580137,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-12-01T19:54:00.000+01:00,2.08,17566.0,United Kingdom,2011-12-01,19:54,2.08
580137,23242,TREASURE TIN BUFFALO BILL,1,2011-12-01T19:54:00.000+01:00,2.08,17566.0,United Kingdom,2011-12-01,19:54,2.08
580137,23241,TREASURE TIN GYMKHANA DESIGN,3,2011-12-01T19:54:00.000+01:00,2.08,17566.0,United Kingdom,2011-12-01,19:54,6.24
580137,23103,JINGLE BELL HEART DECORATION,24,2011-12-01T19:54:00.000+01:00,1.65,17566.0,United Kingdom,2011-12-01,19:54,39.6
580137,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-12-01T19:54:00.000+01:00,2.1,17566.0,United Kingdom,2011-12-01,19:54,4.2
580137,21588,RETROSPOT GIANT TUBE MATCHES,5,2011-12-01T19:54:00.000+01:00,2.55,17566.0,United Kingdom,2011-12-01,19:54,12.75
580137,23083,SET 6 PAPER TABLE LANTERN STARS,5,2011-12-01T19:54:00.000+01:00,3.75,17566.0,United Kingdom,2011-12-01,19:54,18.75
580137,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2011-12-01T19:54:00.000+01:00,2.55,17566.0,United Kingdom,2011-12-01,19:54,2.55
580137,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,1,2011-12-01T19:54:00.000+01:00,1.65,17566.0,United Kingdom,2011-12-01,19:54,1.65
580137,23490,T-LIGHT HOLDER HANGING LOVE BIRD,1,2011-12-01T19:54:00.000+01:00,3.75,17566.0,United Kingdom,2011-12-01,19:54,3.75
580137,23553,LANDMARK FRAME CAMDEN TOWN,2,2011-12-01T19:54:00.000+01:00,12.5,17566.0,United Kingdom,2011-12-01,19:54,25.0
580137,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-12-01T19:54:00.000+01:00,0.95,17566.0,United Kingdom,2011-12-01,19:54,2.85
580138,23489,VINTAGE BELLS GARLAND,24,2011-12-02T08:55:00.000+01:00,2.89,13199.0,United Kingdom,2011-12-02,08:55,69.36
580138,22599,CHRISTMAS MUSICAL ZINC STAR,24,2011-12-02T08:55:00.000+01:00,0.85,13199.0,United Kingdom,2011-12-02,08:55,20.4
580138,23085,ANTIQUE SILVER BAUBLE LAMP,12,2011-12-02T08:55:00.000+01:00,8.25,13199.0,United Kingdom,2011-12-02,08:55,99.0
580139,23497,CLASSIC CHROME BICYCLE BELL,12,2011-12-02T09:10:00.000+01:00,1.45,17157.0,United Kingdom,2011-12-02,09:10,17.4
580139,23535,WALL ART BICYCLE SAFETY,4,2011-12-02T09:10:00.000+01:00,5.95,17157.0,United Kingdom,2011-12-02,09:10,23.8
580139,21137,BLACK RECORD COVER FRAME,24,2011-12-02T09:10:00.000+01:00,3.39,17157.0,United Kingdom,2011-12-02,09:10,81.36
580139,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2011-12-02T09:10:00.000+01:00,0.42,17157.0,United Kingdom,2011-12-02,09:10,10.08
580139,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-12-02T09:10:00.000+01:00,4.15,17157.0,United Kingdom,2011-12-02,09:10,24.9
580140,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-12-02T09:19:00.000+01:00,2.95,14895.0,United Kingdom,2011-12-02,09:19,17.7
580140,21373,MIRRORED WALL ART SNOWFLAKES,12,2011-12-02T09:19:00.000+01:00,0.75,14895.0,United Kingdom,2011-12-02,09:19,9.0
580140,23174,REGENCY SUGAR BOWL GREEN,4,2011-12-02T09:19:00.000+01:00,4.15,14895.0,United Kingdom,2011-12-02,09:19,16.6
580140,22940,FELTCRAFT CHRISTMAS FAIRY,4,2011-12-02T09:19:00.000+01:00,4.25,14895.0,United Kingdom,2011-12-02,09:19,17.0
580140,23110,PARISIENNE KEY CABINET,2,2011-12-02T09:19:00.000+01:00,5.75,14895.0,United Kingdom,2011-12-02,09:19,11.5
580140,23111,PARISIENNE SEWING BOX,2,2011-12-02T09:19:00.000+01:00,12.5,14895.0,United Kingdom,2011-12-02,09:19,25.0
580140,23089,GLASS BON BON JAR,24,2011-12-02T09:19:00.000+01:00,1.95,14895.0,United Kingdom,2011-12-02,09:19,46.8
580140,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-12-02T09:19:00.000+01:00,2.95,14895.0,United Kingdom,2011-12-02,09:19,17.7
580140,22625,RED KITCHEN SCALES,2,2011-12-02T09:19:00.000+01:00,8.5,14895.0,United Kingdom,2011-12-02,09:19,17.0
580140,22846,BREAD BIN DINER STYLE RED,1,2011-12-02T09:19:00.000+01:00,16.95,14895.0,United Kingdom,2011-12-02,09:19,16.95
580140,84991,60 TEATIME FAIRY CAKE CASES,24,2011-12-02T09:19:00.000+01:00,0.55,14895.0,United Kingdom,2011-12-02,09:19,13.2
580140,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,2011-12-02T09:19:00.000+01:00,0.55,14895.0,United Kingdom,2011-12-02,09:19,13.2
580140,23293,SET OF 12 FAIRY CAKE BAKING CASES,24,2011-12-02T09:19:00.000+01:00,0.83,14895.0,United Kingdom,2011-12-02,09:19,19.92
580140,23295,SET OF 12 MINI LOAF BAKING CASES,24,2011-12-02T09:19:00.000+01:00,0.83,14895.0,United Kingdom,2011-12-02,09:19,19.92
580140,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-12-02T09:19:00.000+01:00,1.45,14895.0,United Kingdom,2011-12-02,09:19,17.4
580140,21843,RED RETROSPOT CAKE STAND,3,2011-12-02T09:19:00.000+01:00,10.95,14895.0,United Kingdom,2011-12-02,09:19,32.85
580140,22961,JAM MAKING SET PRINTED,12,2011-12-02T09:19:00.000+01:00,1.45,14895.0,United Kingdom,2011-12-02,09:19,17.4
580140,20725,LUNCH BAG RED RETROSPOT,10,2011-12-02T09:19:00.000+01:00,1.65,14895.0,United Kingdom,2011-12-02,09:19,16.5
580140,23291,DOLLY GIRL CHILDRENS CUP,8,2011-12-02T09:19:00.000+01:00,1.25,14895.0,United Kingdom,2011-12-02,09:19,10.0
580140,23317,BLUE REFECTORY CLOCK,4,2011-12-02T09:19:00.000+01:00,9.95,14895.0,United Kingdom,2011-12-02,09:19,39.8
580140,23316,RED REFECTORY CLOCK,2,2011-12-02T09:19:00.000+01:00,9.95,14895.0,United Kingdom,2011-12-02,09:19,19.9
580140,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-12-02T09:19:00.000+01:00,1.45,14895.0,United Kingdom,2011-12-02,09:19,17.4
580140,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-12-02T09:19:00.000+01:00,1.25,14895.0,United Kingdom,2011-12-02,09:19,10.0
580140,21166,COOK WITH WINE METAL SIGN,12,2011-12-02T09:19:00.000+01:00,2.08,14895.0,United Kingdom,2011-12-02,09:19,24.96
580140,23535,WALL ART BICYCLE SAFETY,4,2011-12-02T09:19:00.000+01:00,5.95,14895.0,United Kingdom,2011-12-02,09:19,23.8
580140,23536,WALL ART VILLAGE SHOW,4,2011-12-02T09:19:00.000+01:00,5.95,14895.0,United Kingdom,2011-12-02,09:19,23.8
580140,23534,WALL ART STOP FOR TEA,3,2011-12-02T09:19:00.000+01:00,5.95,14895.0,United Kingdom,2011-12-02,09:19,17.85
580140,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-12-02T09:19:00.000+01:00,2.1,14895.0,United Kingdom,2011-12-02,09:19,25.2
580140,22273,FELTCRAFT DOLL MOLLY,6,2011-12-02T09:19:00.000+01:00,2.95,14895.0,United Kingdom,2011-12-02,09:19,17.7
580140,23485,BOTANICAL GARDENS WALL CLOCK,1,2011-12-02T09:19:00.000+01:00,25.0,14895.0,United Kingdom,2011-12-02,09:19,25.0
580140,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-12-02T09:19:00.000+01:00,2.89,14895.0,United Kingdom,2011-12-02,09:19,17.34
580140,22424,ENAMEL BREAD BIN CREAM,1,2011-12-02T09:19:00.000+01:00,12.75,14895.0,United Kingdom,2011-12-02,09:19,12.75
580140,23209,LUNCH BAG VINTAGE DOILY,10,2011-12-02T09:19:00.000+01:00,1.65,14895.0,United Kingdom,2011-12-02,09:19,16.5
580140,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-12-02T09:19:00.000+01:00,1.45,14895.0,United Kingdom,2011-12-02,09:19,17.4
580140,22196,SMALL HEART MEASURING SPOONS,48,2011-12-02T09:19:00.000+01:00,0.85,14895.0,United Kingdom,2011-12-02,09:19,40.8
580140,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2011-12-02T09:19:00.000+01:00,2.95,14895.0,United Kingdom,2011-12-02,09:19,35.4
580140,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-12-02T09:19:00.000+01:00,2.95,14895.0,United Kingdom,2011-12-02,09:19,35.4
580140,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-12-02T09:19:00.000+01:00,2.1,14895.0,United Kingdom,2011-12-02,09:19,12.6
580140,22745,POPPY'S PLAYHOUSE BEDROOM,6,2011-12-02T09:19:00.000+01:00,2.1,14895.0,United Kingdom,2011-12-02,09:19,12.6
580140,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-12-02T09:19:00.000+01:00,1.25,14895.0,United Kingdom,2011-12-02,09:19,15.0
580140,21232,STRAWBERRY CERAMIC TRINKET POT,12,2011-12-02T09:19:00.000+01:00,1.25,14895.0,United Kingdom,2011-12-02,09:19,15.0
580140,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2011-12-02T09:19:00.000+01:00,1.45,14895.0,United Kingdom,2011-12-02,09:19,17.4
580141,21181,PLEASE ONE PERSON METAL SIGN,12,2011-12-02T09:22:00.000+01:00,2.1,14895.0,United Kingdom,2011-12-02,09:22,25.2
580142,23681,LUNCH BAG RED VINTAGE DOILY,10,2011-12-02T09:23:00.000+01:00,1.65,14895.0,United Kingdom,2011-12-02,09:23,16.5
580142,23562,SET OF 6 RIBBONS PERFECTLY PRETTY,6,2011-12-02T09:23:00.000+01:00,2.89,14895.0,United Kingdom,2011-12-02,09:23,17.34
580142,23560,SET OF 6 RIBBONS COUNTRY STYLE,6,2011-12-02T09:23:00.000+01:00,2.89,14895.0,United Kingdom,2011-12-02,09:23,17.34
580143,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-12-02T09:32:00.000+01:00,4.15,13297.0,United Kingdom,2011-12-02,09:32,24.9
580143,23235,STORAGE TIN VINTAGE LEAF,6,2011-12-02T09:32:00.000+01:00,2.89,13297.0,United Kingdom,2011-12-02,09:32,17.34
580143,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-12-02T09:32:00.000+01:00,1.95,13297.0,United Kingdom,2011-12-02,09:32,11.7
580143,23237,SET OF 4 KNICK KNACK TINS LEAF,6,2011-12-02T09:32:00.000+01:00,4.15,13297.0,United Kingdom,2011-12-02,09:32,24.9
580143,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,2011-12-02T09:32:00.000+01:00,2.55,13297.0,United Kingdom,2011-12-02,09:32,102.0
580143,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,2011-12-02T09:32:00.000+01:00,1.45,13297.0,United Kingdom,2011-12-02,09:32,17.4
580143,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-12-02T09:32:00.000+01:00,1.45,13297.0,United Kingdom,2011-12-02,09:32,17.4
580143,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,2011-12-02T09:32:00.000+01:00,1.95,13297.0,United Kingdom,2011-12-02,09:32,23.4
580143,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-12-02T09:32:00.000+01:00,1.65,13297.0,United Kingdom,2011-12-02,09:32,19.8
580143,23108,SET OF 10 LED DOLLY LIGHTS,12,2011-12-02T09:32:00.000+01:00,5.39,13297.0,United Kingdom,2011-12-02,09:32,64.68
580144,22557,PLASTERS IN TIN VINTAGE PAISLEY,24,2011-12-02T09:53:00.000+01:00,1.65,12684.0,France,2011-12-02,09:53,39.6
580144,22553,PLASTERS IN TIN SKULLS,24,2011-12-02T09:53:00.000+01:00,1.65,12684.0,France,2011-12-02,09:53,39.6
580144,22728,ALARM CLOCK BAKELIKE PINK,12,2011-12-02T09:53:00.000+01:00,3.75,12684.0,France,2011-12-02,09:53,45.0
580144,22620,4 TRADITIONAL SPINNING TOPS,12,2011-12-02T09:53:00.000+01:00,1.45,12684.0,France,2011-12-02,09:53,17.4
580144,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-12-02T09:53:00.000+01:00,1.65,12684.0,France,2011-12-02,09:53,19.8
580144,POST,POSTAGE,1,2011-12-02T09:53:00.000+01:00,18.0,12684.0,France,2011-12-02,09:53,18.0
580147,23189,SET OF 12 FORK CANDLES,30,2011-12-02T10:07:00.000+01:00,2.89,17183.0,United Kingdom,2011-12-02,10:07,86.7
580147,22358,KINGS CHOICE TEA CADDY,6,2011-12-02T10:07:00.000+01:00,2.95,17183.0,United Kingdom,2011-12-02,10:07,17.7
580147,23335,EGG FRYING PAN IVORY,6,2011-12-02T10:07:00.000+01:00,2.08,17183.0,United Kingdom,2011-12-02,10:07,12.48
580147,23355,HOT WATER BOTTLE KEEP CALM,24,2011-12-02T10:07:00.000+01:00,4.15,17183.0,United Kingdom,2011-12-02,10:07,99.6
580147,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-12-02T10:07:00.000+01:00,4.25,17183.0,United Kingdom,2011-12-02,10:07,102.0
580147,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-12-02T10:07:00.000+01:00,3.75,17183.0,United Kingdom,2011-12-02,10:07,90.0
580147,22835,HOT WATER BOTTLE I AM SO POORLY,24,2011-12-02T10:07:00.000+01:00,4.25,17183.0,United Kingdom,2011-12-02,10:07,102.0
580147,22846,BREAD BIN DINER STYLE RED,2,2011-12-02T10:07:00.000+01:00,16.95,17183.0,United Kingdom,2011-12-02,10:07,33.9
580147,22633,HAND WARMER UNION JACK,12,2011-12-02T10:07:00.000+01:00,2.1,17183.0,United Kingdom,2011-12-02,10:07,25.2
580147,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2011-12-02T10:07:00.000+01:00,4.25,17183.0,United Kingdom,2011-12-02,10:07,102.0
580147,22113,GREY HEART HOT WATER BOTTLE,4,2011-12-02T10:07:00.000+01:00,4.25,17183.0,United Kingdom,2011-12-02,10:07,17.0
580147,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-12-02T10:07:00.000+01:00,2.1,17183.0,United Kingdom,2011-12-02,10:07,25.2
580149,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-12-02T10:15:00.000+01:00,5.45,12748.0,United Kingdom,2011-12-02,10:15,5.45
580151,22619,SET OF 6 SOLDIER SKITTLES,3,2011-12-02T10:21:00.000+01:00,3.75,17811.0,United Kingdom,2011-12-02,10:21,11.25
580151,21242,RED RETROSPOT PLATE,1,2011-12-02T10:21:00.000+01:00,1.69,17811.0,United Kingdom,2011-12-02,10:21,1.69
580151,23439,HAND WARMER RED LOVE HEART,3,2011-12-02T10:21:00.000+01:00,2.1,17811.0,United Kingdom,2011-12-02,10:21,6.3
580151,21906,PHARMACIE FIRST AID TIN,1,2011-12-02T10:21:00.000+01:00,6.75,17811.0,United Kingdom,2011-12-02,10:21,6.75
580151,21260,FIRST AID TIN,5,2011-12-02T10:21:00.000+01:00,3.25,17811.0,United Kingdom,2011-12-02,10:21,16.25
580151,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,3,2011-12-02T10:21:00.000+01:00,0.85,17811.0,United Kingdom,2011-12-02,10:21,2.55
580151,21080,SET/20 RED RETROSPOT PAPER NAPKINS,1,2011-12-02T10:21:00.000+01:00,0.85,17811.0,United Kingdom,2011-12-02,10:21,0.85
580151,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,1,2011-12-02T10:21:00.000+01:00,0.85,17811.0,United Kingdom,2011-12-02,10:21,0.85
580151,22617,BAKING SET SPACEBOY DESIGN,1,2011-12-02T10:21:00.000+01:00,4.95,17811.0,United Kingdom,2011-12-02,10:21,4.95
580151,22847,BREAD BIN DINER STYLE IVORY,4,2011-12-02T10:21:00.000+01:00,14.95,17811.0,United Kingdom,2011-12-02,10:21,59.8
580151,22307,GOLD MUG BONE CHINA TREE OF LIFE,24,2011-12-02T10:21:00.000+01:00,1.06,17811.0,United Kingdom,2011-12-02,10:21,25.44
580151,22306,SILVER MUG BONE CHINA TREE OF LIFE,30,2011-12-02T10:21:00.000+01:00,1.06,17811.0,United Kingdom,2011-12-02,10:21,31.8
580152,21499,BLUE POLKADOT WRAP,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,21500,PINK POLKADOT WRAP,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,16169M,WRAP DAISY CARPET,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,21498,RED RETROSPOT WRAP,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,21495,SKULLS AND CROSSBONES WRAP,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,22704,WRAP RED APPLES,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,22046,TEA PARTY  WRAPPING PAPER,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,22045,SPACEBOY GIFT WRAP,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,22706,WRAP COWBOYS,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,22707,WRAP MONSTER FUN,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,22708,WRAP DOLLY GIRL,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,23545,WRAP RED VINTAGE DOILY,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,16156L,WRAP CAROUSEL,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,16156S,WRAP PINK FAIRY CAKES,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,16161U,WRAP SUKI AND FRIENDS,25,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,10.5
580152,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-12-02T10:22:00.000+01:00,0.85,12364.0,Belgium,2011-12-02,10:22,10.2
580152,22613,PACK OF 20 SPACEBOY NAPKINS,12,2011-12-02T10:22:00.000+01:00,0.85,12364.0,Belgium,2011-12-02,10:22,10.2
580152,22712,CARD DOLLY GIRL,12,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,5.04
580152,21199,PINK  HEART CONFETTI IN TUBE,12,2011-12-02T10:22:00.000+01:00,1.65,12364.0,Belgium,2011-12-02,10:22,19.8
580152,21508,VINTAGE KID DOLLY CARD,12,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,5.04
580152,22716,CARD CIRCUS PARADE,12,2011-12-02T10:22:00.000+01:00,0.42,12364.0,Belgium,2011-12-02,10:22,5.04
580152,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-12-02T10:22:00.000+01:00,2.95,12364.0,Belgium,2011-12-02,10:22,17.7
580152,21207,SKULL AND CROSSBONES  GARLAND,12,2011-12-02T10:22:00.000+01:00,1.65,12364.0,Belgium,2011-12-02,10:22,19.8
580152,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2011-12-02T10:22:00.000+01:00,1.25,12364.0,Belgium,2011-12-02,10:22,15.0
580152,21197,MULTICOLOUR  CONFETTI IN TUBE,12,2011-12-02T10:22:00.000+01:00,1.65,12364.0,Belgium,2011-12-02,10:22,19.8
580152,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-12-02T10:22:00.000+01:00,0.85,12364.0,Belgium,2011-12-02,10:22,10.2
580152,POST,POSTAGE,1,2011-12-02T10:22:00.000+01:00,15.0,12364.0,Belgium,2011-12-02,10:22,15.0
580153,22558,CLOTHES PEGS RETROSPOT PACK 24,12,2011-12-02T10:23:00.000+01:00,1.65,12762.0,Portugal,2011-12-02,10:23,19.8
580153,22924,FRIDGE MAGNETS LA VIE EN ROSE,120,2011-12-02T10:23:00.000+01:00,0.72,12762.0,Portugal,2011-12-02,10:23,86.4
580153,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,120,2011-12-02T10:23:00.000+01:00,0.72,12762.0,Portugal,2011-12-02,10:23,86.4
580153,22922,FRIDGE MAGNETS US DINER ASSORTED,120,2011-12-02T10:23:00.000+01:00,0.72,12762.0,Portugal,2011-12-02,10:23,86.4
580153,22403,MAGNETS PACK OF 4 VINTAGE LABELS,12,2011-12-02T10:23:00.000+01:00,0.39,12762.0,Portugal,2011-12-02,10:23,4.68
580153,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2011-12-02T10:23:00.000+01:00,0.39,12762.0,Portugal,2011-12-02,10:23,4.68
580153,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-12-02T10:23:00.000+01:00,0.39,12762.0,Portugal,2011-12-02,10:23,4.68
580153,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-12-02T10:23:00.000+01:00,0.39,12762.0,Portugal,2011-12-02,10:23,4.68
580153,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,2011-12-02T10:23:00.000+01:00,0.39,12762.0,Portugal,2011-12-02,10:23,4.68
580153,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2011-12-02T10:23:00.000+01:00,1.25,12762.0,Portugal,2011-12-02,10:23,15.0
580153,22115,METAL SIGN EMPIRE TEA,12,2011-12-02T10:23:00.000+01:00,0.79,12762.0,Portugal,2011-12-02,10:23,9.48
580153,82567,"AIRLINE LOUNGE,METAL SIGN",12,2011-12-02T10:23:00.000+01:00,2.1,12762.0,Portugal,2011-12-02,10:23,25.2
580153,21165,BEWARE OF THE CAT METAL SIGN,12,2011-12-02T10:23:00.000+01:00,1.69,12762.0,Portugal,2011-12-02,10:23,20.28
580153,21164,HOME SWEET HOME METAL SIGN,12,2011-12-02T10:23:00.000+01:00,2.95,12762.0,Portugal,2011-12-02,10:23,35.4
580153,22948,METAL DECORATION NAUGHTY CHILDREN,48,2011-12-02T10:23:00.000+01:00,0.85,12762.0,Portugal,2011-12-02,10:23,40.8
580153,21172,PARTY METAL SIGN,12,2011-12-02T10:23:00.000+01:00,1.45,12762.0,Portugal,2011-12-02,10:23,17.4
580153,82581,TOILET METAL SIGN,12,2011-12-02T10:23:00.000+01:00,0.55,12762.0,Portugal,2011-12-02,10:23,6.6
580153,82580,BATHROOM METAL SIGN,12,2011-12-02T10:23:00.000+01:00,0.55,12762.0,Portugal,2011-12-02,10:23,6.6
580153,21770,OPEN CLOSED METAL SIGN,12,2011-12-02T10:23:00.000+01:00,4.95,12762.0,Portugal,2011-12-02,10:23,59.4
580153,21175,GIN AND TONIC DIET METAL SIGN,12,2011-12-02T10:23:00.000+01:00,2.55,12762.0,Portugal,2011-12-02,10:23,30.6
580153,21908,CHOCOLATE THIS WAY METAL SIGN,48,2011-12-02T10:23:00.000+01:00,1.85,12762.0,Portugal,2011-12-02,10:23,88.8
580153,23426,METAL SIGN DROP YOUR PANTS,12,2011-12-02T10:23:00.000+01:00,2.89,12762.0,Portugal,2011-12-02,10:23,34.68
580153,21166,COOK WITH WINE METAL SIGN,12,2011-12-02T10:23:00.000+01:00,2.08,12762.0,Portugal,2011-12-02,10:23,24.96
580153,85152,HAND OVER THE CHOCOLATE   SIGN,12,2011-12-02T10:23:00.000+01:00,2.1,12762.0,Portugal,2011-12-02,10:23,25.2
580153,21181,PLEASE ONE PERSON METAL SIGN,12,2011-12-02T10:23:00.000+01:00,2.1,12762.0,Portugal,2011-12-02,10:23,25.2
580153,82600,N0 SINGING METAL SIGN,12,2011-12-02T10:23:00.000+01:00,2.1,12762.0,Portugal,2011-12-02,10:23,25.2
580153,22413,METAL SIGN TAKE IT OR LEAVE IT,6,2011-12-02T10:23:00.000+01:00,2.95,12762.0,Portugal,2011-12-02,10:23,17.7
580153,21169,YOU'RE CONFUSING ME METAL SIGN,12,2011-12-02T10:23:00.000+01:00,1.69,12762.0,Portugal,2011-12-02,10:23,20.28
580153,21907,I'M ON HOLIDAY METAL SIGN,12,2011-12-02T10:23:00.000+01:00,2.1,12762.0,Portugal,2011-12-02,10:23,25.2
580153,POST,POSTAGE,5,2011-12-02T10:23:00.000+01:00,28.0,12762.0,Portugal,2011-12-02,10:23,140.0
580153,23552,BICYCLE PUNCTURE REPAIR KIT,6,2011-12-02T10:23:00.000+01:00,2.08,12762.0,Portugal,2011-12-02,10:23,12.48
580153,23108,SET OF 10 LED DOLLY LIGHTS,12,2011-12-02T10:23:00.000+01:00,5.39,12762.0,Portugal,2011-12-02,10:23,64.68
580153,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,2011-12-02T10:23:00.000+01:00,1.95,12762.0,Portugal,2011-12-02,10:23,23.4
580153,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-12-02T10:23:00.000+01:00,1.65,12762.0,Portugal,2011-12-02,10:23,39.6
580153,23084,RABBIT NIGHT LIGHT,48,2011-12-02T10:23:00.000+01:00,1.79,12762.0,Portugal,2011-12-02,10:23,85.92
580153,22138,BAKING SET 9 PIECE RETROSPOT,9,2011-12-02T10:23:00.000+01:00,4.95,12762.0,Portugal,2011-12-02,10:23,44.55
580153,21914,BLUE HARMONICA IN BOX,12,2011-12-02T10:23:00.000+01:00,1.25,12762.0,Portugal,2011-12-02,10:23,15.0
580153,22210,WOOD STAMP SET BEST WISHES,12,2011-12-02T10:23:00.000+01:00,0.83,12762.0,Portugal,2011-12-02,10:23,9.96
580153,22208,WOOD STAMP SET THANK YOU,12,2011-12-02T10:23:00.000+01:00,0.83,12762.0,Portugal,2011-12-02,10:23,9.96
580153,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-12-02T10:23:00.000+01:00,4.95,12762.0,Portugal,2011-12-02,10:23,19.8
580153,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-12-02T10:23:00.000+01:00,2.1,12762.0,Portugal,2011-12-02,10:23,12.6
580153,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-12-02T10:23:00.000+01:00,1.25,12762.0,Portugal,2011-12-02,10:23,15.0
